Time (UTCG),Apogee Altitude (km),Earth_gravity (m/sec^2),Drag (m/sec^2),SRP (m/sec^2),SUN_Gravity (m/sec^2),Moon_Gravity (m/sec^2)
53:00.0,449.844273,8.569365,0.000058,0.000002,0,0.000001
54:00.0,449.783767,8.570136,0.000058,0.000002,0,0.000001
55:00.0,449.64933,8.571022,0.000057,0.000002,0,0.000001
56:00.0,449.443023,8.57202,0.000056,0.000002,0,0.000001
57:00.0,449.168601,8.573127,0.000054,0.000002,0,0.000001
58:00.0,448.832835,8.574367,0.000053,0.000002,0,0.000001
59:00.0,448.446082,8.575778,0.000052,0.000002,0,0.000001
00:00.0,448.02037,8.577376,0.00005,0.000002,0,0.000001
01:00.0,447.566612,8.579136,0.000049,0.000002,0,0.000001
02:00.0,447.094342,8.581018,0.000047,0.000002,0,0.000001
03:00.0,446.614693,8.583014,0.000045,0.000002,0,0.000001
04:00.0,446.143272,8.585151,0.000043,0.000002,0,0.000001
05:00.0,445.699575,8.587456,0.000042,0.000002,0,0.000001
06:00.0,445.303676,8.589924,0.00004,0.000002,0,0.000001
07:00.0,444.97437,8.59252,0.000039,0.000002,0,0.000001
08:00.0,444.73055,8.595215,0.000038,0.000002,0,0.000001
09:00.0,444.593115,8.598001,0.000037,0.000002,0,0.000001
10:00.0,444.584326,8.600876,0.000037,0.000002,0,0.000001
11:00.0,444.724473,8.603819,0.000037,0.000002,0,0.000001
12:00.0,445.029425,8.606801,0.000037,0.000002,0,0.000001
13:00.0,445.510623,8.609802,0.000038,0.000002,0,0.000001
14:00.0,446.174862,8.61282,0.000038,0.000002,0,0.000001
15:00.0,447.021134,8.615856,0.000039,0.000002,0,0.000001
16:00.0,448.036485,8.618888,0.00004,0.000002,0,0.000001
17:00.0,449.195451,8.621873,0.00004,0.000002,0,0.000001
18:00.0,450.464101,8.62477,0.000041,0.000002,0,0.000001
19:00.0,451.805037,8.62755,0.000041,0.000002,0,0.000001
20:00.0,453.179998,8.630193,0.000042,0.000002,0,0.000001
21:00.0,454.550393,8.632676,0.000042,0.000002,0,0.000001
22:00.0,455.877873,8.634972,0.000042,0.000002,0,0.000001
23:00.0,457.125607,8.637052,0.000043,0.000002,0,0.000001
24:00.0,458.259533,8.638884,0.000043,0.000002,0,0.000001
25:00.0,459.249306,8.64044,0.000044,0.000002,0,0.000001
26:00.0,460.069353,8.641697,0.000044,0.000002,0,0.000001
27:00.0,460.700013,8.642639,0.000045,0.000002,0,0.000001
28:00.0,461.128043,8.643261,0.000046,0.000002,0,0.000001
29:00.0,461.346244,8.643563,0.000047,0.000002,0,0.000001
30:00.0,461.352764,8.643548,0.000048,0.000002,0,0.000001
31:00.0,461.150529,8.643222,0.000048,0.000002,0,0.000001
32:00.0,460.746544,8.642596,0.000048,0.000002,0,0.000001
33:00.0,460.150854,8.641681,0.000048,0.000002,0,0.000001
34:00.0,459.375958,8.640482,0.000046,0.000002,0,0.000001
35:00.0,458.437654,8.639003,0.000045,0.000002,0,0.000001
36:00.0,457.356791,8.637255,0.000043,0.000002,0,0.000001
37:00.0,456.159929,8.635262,0.000041,0.000002,0,0.000001
38:00.0,454.877653,8.633055,0.000039,0.000002,0,0.000001
39:00.0,453.541871,8.630659,0.000038,0.000002,0,0.000001
40:00.0,452.184724,8.628089,0.000036,0.000002,0,0.000001
41:00.0,450.839856,8.625356,0.000035,0.000002,0,0.000001
42:00.0,449.543559,8.622483,0.000035,0.000002,0,0.000001
43:00.0,448.333986,8.619506,0.000034,0.000002,0,0.000001
44:00.0,447.24645,8.616462,0.000034,0.000002,0,0.000001
45:00.0,446.309088,8.613379,0.000033,0.000002,0,0.000001
46:00.0,445.541104,8.610274,0.000033,0.000002,0,0.000001
47:00.0,444.953037,8.607161,0.000033,0.000002,0,0.000001
48:00.0,444.547234,8.604065,0.000033,0.000002,0,0.000001
49:00.0,444.317846,8.601017,0.000033,0.000002,0,0.000001
50:00.0,444.251341,8.598049,0.000034,0.000002,0,0.000001
51:00.0,444.328223,8.595189,0.000035,0.000002,0,0.000001
52:00.0,444.5253,8.592457,0.000036,0.000002,0,0.000001
53:00.0,444.817699,8.589866,0.000037,0.000002,0,0.000001
54:00.0,445.180781,8.587411,0.000039,0.000002,0,0.000001
55:00.0,445.592271,8.585074,0.00004,0.000002,0,0.000001
56:00.0,446.033933,8.582848,0.000042,0.000002,0,0.000001
57:00.0,446.491409,8.580745,0.000044,0.000002,0,0.000001
58:00.0,446.952042,8.578802,0.000046,0.000002,0,0.000001
59:00.0,447.402502,8.577047,0.000047,0.000002,0,0.000001
00:00.0,447.828441,8.575476,0.000049,0.000002,0,0.000001
01:00.0,448.216409,8.574059,0.00005,0.000002,0,0.000001
02:00.0,448.555996,8.572768,0.000052,0.000002,0,0.000001
03:00.0,448.840088,8.571601,0.000053,0.000002,0,0.000001
04:00.0,449.063381,8.570578,0.000054,0.000002,0,0.000001
05:00.0,449.221121,8.569706,0.000055,0.000002,0,0.000001
06:00.0,449.309519,8.568975,0.000056,0.000002,0.000001,0.000001
07:00.0,449.327251,8.56836,0.000057,0.000002,0.000001,0.000001
08:00.0,449.276495,8.567846,0.000057,0.000002,0.000001,0.000001
09:00.0,449.163087,8.567426,0.000058,0.000002,0,0.000001
10:00.0,448.99663,8.567097,0.000058,0.000002,0,0.000001
11:00.0,448.791225,8.566846,0.000058,0.000002,0,0.000001
12:00.0,448.566145,8.566659,0.000059,0.000002,0,0.000001
13:00.0,448.345345,8.566535,0.000059,0.000002,0,0.000001
14:00.0,448.155534,8.566478,0.00006,0.000002,0,0.000001
15:00.0,448.023008,8.566485,0.00006,0.000002,0,0.000001
16:00.0,447.969028,8.566537,0.00006,0.000002,0,0.000001
17:00.0,448.00415,8.566612,0.000061,0.000002,0,0.000001
18:00.0,448.124314,8.566705,0.000061,0.000002,0,0.000001
19:00.0,448.311948,8.56683,0.000061,0.000002,0,0.000001
20:00.0,448.541518,8.567009,0.000061,0.000002,0,0.000001
21:00.0,448.785696,8.567259,0.000061,0.000002,0,0.000001
22:00.0,449.019352,8.567584,0.000061,0.000002,0,0.000001
23:00.0,449.221349,8.567986,0.00006,0.000002,0,0.000001
24:00.0,449.375119,8.568466,0.00006,0.000002,0,0.000001
25:00.0,449.468626,8.56903,0.000059,0.000002,0,0.000001
26:00.0,449.493966,8.569684,0.000058,0.000002,0,0.000001
27:00.0,449.446824,8.570437,0.000058,0.000002,0,0.000001
28:00.0,449.325984,8.571295,0.000057,0.000002,0,0.000001
29:00.0,449.133011,8.572268,0.000056,0.000002,0,0.000001
30:00.0,448.872105,8.57337,0.000055,0.000002,0,0.000001
31:00.0,448.549918,8.574616,0.000053,0.000002,0,0.000001
32:00.0,448.175057,8.576019,0.000052,0.000002,0,0.000001
33:00.0,447.757348,8.577578,0.00005,0.000002,0,0.000001
34:00.0,447.3075,8.579291,0.000049,0.000002,0,0.000001
35:00.0,446.837672,8.581157,0.000047,0.000002,0,0.000001
36:00.0,446.362349,8.583187,0.000045,0.000002,0,0.000001
37:00.0,445.898173,8.58539,0.000044,0.000002,0,0.000001
38:00.0,445.462373,8.587757,0.000042,0.000002,0,0.000001
39:00.0,445.071363,8.590255,0.000041,0.000002,0,0.000001
40:00.0,444.741572,8.592856,0.000039,0.000002,0,0.000001
41:00.0,444.492221,8.595553,0.000038,0.000002,0,0.000001
42:00.0,444.346273,8.598361,0.000038,0.000002,0,0.000001
43:00.0,444.32799,8.601283,0.000037,0.000002,0,0.000001
44:00.0,444.458286,8.604297,0.000037,0.000002,0,0.000001
45:00.0,444.751816,8.607362,0.000037,0.000002,0,0.000001
46:00.0,445.217019,8.610446,0.000038,0.000002,0,0.000001
47:00.0,445.856294,8.613529,0.000038,0.000002,0,0.000001
48:00.0,446.664251,8.616593,0.000039,0.000002,0,0.000001
49:00.0,447.626382,8.619609,0.00004,0.000002,0,0.000001
50:00.0,448.721211,8.622551,0.000041,0.000002,0,0.000001
51:00.0,449.923936,8.625411,0.000041,0.000002,0,0.000001
52:00.0,451.207042,8.628183,0.000042,0.000002,0,0.000001
53:00.0,452.538075,8.630847,0.000042,0.000002,0,0.000001
54:00.0,453.879671,8.633363,0.000043,0.000002,0,0.000001
55:00.0,455.193939,8.635693,0.000043,0.000002,0,0.000001
56:00.0,456.446553,8.637822,0.000043,0.000002,0,0.000001
57:00.0,457.605962,8.63974,0.000044,0.000002,0,0.000001
58:00.0,458.640364,8.641418,0.000044,0.000002,0,0.000001
59:00.0,459.518675,8.64281,0.000045,0.000002,0,0.000001
00:00.0,460.216009,8.643886,0.000046,0.000002,0,0.000001
01:00.0,460.717092,8.644645,0.000047,0.000002,0,0.000001
02:00.0,461.013231,8.6451,0.000048,0.000002,0,0.000001
03:00.0,461.09721,8.645244,0.000049,0.000002,0,0.000001
04:00.0,460.963421,8.645052,0.000049,0.000002,0,0.000001
05:00.0,460.613305,8.644511,0.000049,0.000002,0,0.000001
06:00.0,460.058662,8.643646,0.000048,0.000002,0,0.000001
07:00.0,459.318055,8.642497,0.000047,0.000002,0,0.000001
08:00.0,458.410559,8.641086,0.000045,0.000002,0,0.000001
09:00.0,457.354221,8.639413,0.000044,0.000002,0,0.000001
10:00.0,456.170114,8.637474,0.000042,0.000002,0,0.000001
11:00.0,454.886104,8.635287,0.00004,0.000002,0,0.000001
12:00.0,453.536155,8.632885,0.000038,0.000002,0,0.000001
13:00.0,452.157263,8.630299,0.000037,0.000002,0,0.000001
14:00.0,450.78787,8.627554,0.000036,0.000002,0,0.000001
15:00.0,449.467322,8.624683,0.000035,0.000002,0,0.000001
16:00.0,448.2342,8.621721,0.000034,0.000002,0,0.000001
17:00.0,447.122673,8.618695,0.000034,0.000002,0,0.000001
18:00.0,446.159769,8.615624,0.000034,0.000002,0,0.000001
19:00.0,445.365325,8.612523,0.000034,0.000002,0,0.000001
20:00.0,444.751576,8.609418,0.000034,0.000002,0,0.000001
21:00.0,444.321296,8.606341,0.000034,0.000002,0,0.000001
22:00.0,444.066882,8.603313,0.000034,0.000002,0,0.000001
23:00.0,443.972752,8.600344,0.000035,0.000002,0,0.000001
24:00.0,444.019622,8.597439,0.000035,0.000002,0,0.000001
25:00.0,444.187437,8.594616,0.000036,0.000002,0,0.000001
26:00.0,444.456033,8.591899,0.000037,0.000002,0,0.000001
27:00.0,444.805083,8.589314,0.000039,0.000002,0,0.000001
28:00.0,445.214458,8.58688,0.00004,0.000002,0,0.000001
29:00.0,445.6646,8.584617,0.000042,0.000002,0,0.000001
30:00.0,446.136437,8.582535,0.000044,0.000002,0,0.000001
31:00.0,446.611503,8.580628,0.000045,0.000002,0,0.000001
32:00.0,447.07297,8.578876,0.000047,0.000002,0,0.000001
33:00.0,447.506975,8.577255,0.000049,0.000002,0,0.000001
34:00.0,447.9029,8.575761,0.00005,0.000002,0,0.000001
35:00.0,448.252303,8.574403,0.000052,0.000002,0,0.000001
36:00.0,448.547652,8.573194,0.000053,0.000002,0,0.000001
37:00.0,448.782001,8.572136,0.000054,0.000002,0,0.000001
38:00.0,448.949504,8.571226,0.000055,0.000002,0,0.000001
39:00.0,449.046035,8.570454,0.000056,0.000002,0,0.000001
40:00.0,449.069769,8.569805,0.000057,0.000002,0.000001,0.000001
41:00.0,449.022081,8.569255,0.000057,0.000002,0.000001,0.000001
42:00.0,448.908584,8.568781,0.000058,0.000002,0.000001,0.000001
43:00.0,448.739524,8.56838,0.000058,0.000002,0.000001,0.000001
44:00.0,448.529399,8.568059,0.000058,0.000002,0.000001,0.000001
45:00.0,448.296693,8.567826,0.000059,0.000002,0.000001,0.000001
46:00.0,448.064214,8.567665,0.000059,0.000002,0.000001,0.000001
47:00.0,447.858674,8.567551,0.00006,0.000002,0.000001,0.000001
48:00.0,447.707504,8.567466,0.00006,0.000002,0.000001,0.000001
49:00.0,447.633027,8.567415,0.00006,0.000002,0,0.000001
50:00.0,447.646685,8.567411,0.00006,0.000002,0,0.000001
51:00.0,447.746155,8.567462,0.000061,0.000002,0,0.000001
52:00.0,447.916313,8.567567,0.000061,0.000002,0,0.000001
53:00.0,448.133395,8.567729,0.000061,0.000002,0,0.000001
54:00.0,448.370506,8.567957,0.00006,0.000002,0,0.000001
55:00.0,448.602097,8.56826,0.00006,0.000002,0,0.000001
56:00.0,448.806143,8.568635,0.00006,0.000002,0,0.000001
57:00.0,448.964802,8.569078,0.00006,0.000002,0,0.000001
58:00.0,449.064862,8.569596,0.000059,0.000002,0,0.000001
59:00.0,449.098103,8.57021,0.000058,0.000002,0,0.000001
00:00.0,449.060885,8.570945,0.000058,0.000002,0,0.000001
01:00.0,448.952835,8.571813,0.000057,0.000002,0,0.000001
02:00.0,448.775519,8.572812,0.000056,0.000002,0,0.000001
03:00.0,448.531897,8.573938,0.000055,0.000002,0,0.000001
04:00.0,448.226482,8.575188,0.000054,0.000002,0,0.000001
05:00.0,447.865653,8.576569,0.000052,0.000002,0,0.000001
06:00.0,447.457854,8.578088,0.000051,0.000002,0,0.000001
07:00.0,447.013773,8.579759,0.000049,0.000002,0,0.000001
08:00.0,446.546409,8.581594,0.000047,0.000002,0,0.000001
09:00.0,446.070715,8.583604,0.000046,0.000002,0,0.000001
10:00.0,445.602806,8.585786,0.000044,0.000002,0,0.000001
11:00.0,445.15937,8.588127,0.000042,0.000002,0,0.000001
12:00.0,444.757951,8.590611,0.000041,0.000002,0,0.000001
13:00.0,444.417813,8.593231,0.000039,0.000002,0,0.000001
14:00.0,444.16078,8.595986,0.000038,0.000002,0,0.000001
15:00.0,444.009809,8.598871,0.000038,0.000002,0,0.000001
16:00.0,443.98657,8.601861,0.000037,0.000002,0,0.000001
17:00.0,444.109072,8.60492,0.000037,0.000002,0,0.000001
18:00.0,444.390916,8.608011,0.000037,0.000002,0,0.000001
19:00.0,444.84181,8.611116,0.000038,0.000002,0,0.000001
20:00.0,445.467082,8.614233,0.000038,0.000002,0,0.000001
21:00.0,446.264671,8.617356,0.000039,0.000002,0,0.000001
22:00.0,447.221347,8.62046,0.00004,0.000002,0,0.000001
23:00.0,448.312039,8.623503,0.000041,0.000002,0,0.000001
24:00.0,449.50384,8.62644,0.000042,0.000002,0,0.000001
25:00.0,450.761816,8.629243,0.000042,0.000002,0,0.000001
26:00.0,452.052421,8.631897,0.000043,0.000002,0,0.000001
27:00.0,453.343607,8.634387,0.000043,0.000002,0,0.000001
28:00.0,454.604276,8.636692,0.000044,0.000002,0,0.000001
29:00.0,455.805285,8.63879,0.000044,0.000002,0,0.000001
30:00.0,456.921096,8.64067,0.000044,0.000002,0,0.000001
31:00.0,457.929577,8.642333,0.000045,0.000002,0,0.000001
32:00.0,458.809382,8.643776,0.000046,0.000002,0.000001,0.000001
33:00.0,459.537285,8.644976,0.000047,0.000002,0.000001,0.000001
34:00.0,460.088429,8.645893,0.000048,0.000002,0.000001,0.000001
35:00.0,460.440304,8.646479,0.000049,0.000002,0.000001,0.000001
36:00.0,460.578227,8.646706,0.000049,0.000002,0,0.000001
37:00.0,460.498587,8.646579,0.00005,0.000002,0,0.000001
38:00.0,460.207417,8.646126,0.000049,0.000002,0,0.000001
39:00.0,459.715477,8.645375,0.000049,0.000002,0,0.000001
40:00.0,459.034207,8.644333,0.000048,0.000002,0,0.000001
41:00.0,458.176376,8.642992,0.000046,0.000002,0,0.000001
42:00.0,457.160445,8.641354,0.000044,0.000002,0,0.000001
43:00.0,456.013373,8.639448,0.000042,0.000002,0,0.000001
44:00.0,454.767916,8.637324,0.00004,0.000002,0,0.000001
45:00.0,453.456674,8.635017,0.000038,0.000002,0,0.000001
46:00.0,452.109104,8.632536,0.000037,0.000002,0,0.000001
47:00.0,450.754482,8.629874,0.000036,0.000002,0,0.000001
48:00.0,449.426798,8.627037,0.000035,0.000002,0,0.000001
49:00.0,448.165678,8.624059,0.000034,0.000002,0,0.000001
50:00.0,447.011891,8.620988,0.000034,0.000002,0,0.000001
51:00.0,446.000424,8.617865,0.000034,0.000002,0,0.000001
52:00.0,445.156976,8.614716,0.000034,0.000002,0,0.000001
53:00.0,444.497095,8.611565,0.000034,0.000002,0,0.000001
54:00.0,444.026083,8.608441,0.000034,0.000002,0,0.000001
55:00.0,443.739097,8.605369,0.000035,0.000002,0,0.000001
56:00.0,443.622426,8.602372,0.000035,0.000002,0,0.000001
57:00.0,443.656155,8.599465,0.000036,0.000002,0,0.000001
58:00.0,443.817107,8.59666,0.000037,0.000002,0,0.000001
59:00.0,444.081183,8.593965,0.000038,0.000002,0,0.000001
00:00.0,444.425067,8.591385,0.000039,0.000002,0,0.000001
01:00.0,444.827428,8.588923,0.000041,0.000002,0,0.000001
02:00.0,445.269409,8.586589,0.000042,0.000002,0,0.000001
03:00.0,445.734307,8.584394,0.000044,0.000002,0,0.000001
04:00.0,446.206883,8.582352,0.000046,0.000002,0,0.000001
05:00.0,446.672853,8.580473,0.000047,0.000002,0,0.000001
06:00.0,447.118698,8.578764,0.000049,0.000002,0,0.000001
07:00.0,447.5317,8.577225,0.00005,0.000002,0,0.000001
08:00.0,447.900214,8.575846,0.000052,0.000002,0,0.000001
09:00.0,448.214261,8.574615,0.000053,0.000002,0,0.000001
10:00.0,448.46609,8.573519,0.000054,0.000002,0,0.000001
11:00.0,448.650215,8.572557,0.000055,0.000002,0,0.000001
12:00.0,448.762963,8.571733,0.000056,0.000002,0,0.000001
13:00.0,448.802325,8.571039,0.000057,0.000002,0,0.000001
14:00.0,448.768739,8.570459,0.000057,0.000002,0.000001,0.000001
15:00.0,448.666403,8.569966,0.000058,0.000002,0.000001,0.000001
16:00.0,448.504135,8.569548,0.000058,0.000002,0.000001,0.000001
17:00.0,448.29549,8.5692,0.000059,0.000002,0.000001,0.000001
18:00.0,448.058706,8.568919,0.000059,0.000002,0.000001,0.000001
19:00.0,447.816712,8.568698,0.000059,0.000002,0.000001,0.000001
20:00.0,447.596255,8.568525,0.00006,0.000002,0.000001,0.000001
21:00.0,447.42496,8.568399,0.00006,0.000002,0,0.000001
22:00.0,447.326425,8.568327,0.00006,0.000002,0,0.000001
23:00.0,447.314959,8.568315,0.00006,0.000002,0,0.000001
24:00.0,447.391978,8.568364,0.00006,0.000002,0,0.000001
25:00.0,447.545734,8.568474,0.00006,0.000002,0,0.000001
26:00.0,447.754682,8.568653,0.00006,0.000002,0,0.000001
27:00.0,447.992641,8.568901,0.00006,0.000002,0,0.000001
28:00.0,448.233004,8.569209,0.00006,0.000002,0,0.000001
29:00.0,448.451162,8.56956,0.00006,0.000002,0,0.000001
30:00.0,448.626191,8.569949,0.00006,0.000002,0,0.000001
31:00.0,448.74246,8.570397,0.000059,0.000002,0,0.000001
32:00.0,448.790315,8.570938,0.000059,0.000002,0,0.000001
33:00.0,448.765111,8.571597,0.000058,0.000002,0,0.000001
34:00.0,448.665509,8.572379,0.000057,0.000002,0,0.000001
35:00.0,448.492605,8.573285,0.000056,0.000002,0,0.000001
36:00.0,448.250199,8.574328,0.000055,0.000002,0,0.000001
37:00.0,447.945057,8.575529,0.000054,0.000002,0,0.000001
38:00.0,447.58623,8.576905,0.000053,0.000002,0,0.000001
39:00.0,447.183894,8.578462,0.000051,0.000002,0,0.000001
40:00.0,446.748725,8.580191,0.000049,0.000002,0,0.000001
41:00.0,446.291974,8.582085,0.000048,0.000002,0,0.000001
42:00.0,445.825666,8.584132,0.000046,0.000002,0,0.000001
43:00.0,445.362795,8.58632,0.000044,0.000002,0,0.000001
44:00.0,444.918017,8.588638,0.000042,0.000002,0,0.000001
45:00.0,444.508843,8.59109,0.000041,0.000002,0,0.000001
46:00.0,444.156065,8.593689,0.000039,0.000002,0,0.000001
47:00.0,443.882867,8.596436,0.000038,0.000002,0,0.000001
48:00.0,443.712436,8.599316,0.000037,0.000002,0,0.000001
49:00.0,443.666481,8.602301,0.000037,0.000002,0,0.000001
50:00.0,443.764864,8.605365,0.000037,0.000002,0,0.000001
51:00.0,444.024861,8.608493,0.000037,0.000002,0,0.000001
52:00.0,444.458886,8.611665,0.000038,0.000002,0,0.000001
53:00.0,445.071651,8.614859,0.000038,0.000002,0,0.000001
54:00.0,445.858549,8.618046,0.000039,0.000002,0,0.000001
55:00.0,446.805516,8.6212,0.00004,0.000002,0,0.000001
56:00.0,447.889645,8.624291,0.000041,0.000002,0,0.000001
57:00.0,449.080892,8.627287,0.000042,0.000002,0,0.000001
58:00.0,450.345395,8.63016,0.000043,0.000002,0,0.000001
59:00.0,451.648607,8.632896,0.000043,0.000002,0,0.000001
00:00.0,452.955597,8.635481,0.000044,0.000002,0,0.000001
01:00.0,454.229417,8.637886,0.000044,0.000002,0,0.000001
02:00.0,455.431852,8.640062,0.000044,0.000002,0,0.000001
03:00.0,456.52838,8.641965,0.000045,0.000002,0,0.000001
04:00.0,457.493226,8.643578,0.000046,0.000002,0,0.000001
05:00.0,458.3095,8.644911,0.000046,0.000002,0.000001,0.000001
06:00.0,458.965153,8.645973,0.000047,0.000002,0.000001,0.000001
07:00.0,459.450011,8.646761,0.000048,0.000002,0,0.000001
08:00.0,459.756286,8.647269,0.000049,0.000002,0,0.000001
09:00.0,459.879364,8.6475,0.00005,0.000002,0,0.000001
10:00.0,459.815919,8.647458,0.00005,0.000002,0,0.000001
11:00.0,459.561821,8.647129,0.00005,0.000002,0,0.000001
12:00.0,459.114129,8.646487,0.000049,0.000002,0,0.000001
13:00.0,458.476339,8.645519,0.000048,0.000002,0,0.000001
14:00.0,457.661311,8.644237,0.000046,0.000002,0,0.000001
15:00.0,456.689141,8.642666,0.000044,0.000002,0,0.000001
16:00.0,455.583701,8.640827,0.000042,0.000002,0,0.000001
17:00.0,454.372301,8.638738,0.00004,0.000002,0,0.000001
18:00.0,453.08741,8.636425,0.000038,0.000002,0,0.000001
19:00.0,451.766011,8.633932,0.000037,0.000002,0,0.000001
20:00.0,450.445766,8.631295,0.000036,0.000002,0,0.000001
21:00.0,449.161768,8.628535,0.000035,0.000002,0,0.000001
22:00.0,447.946254,8.625662,0.000034,0.000002,0,0.000001
23:00.0,446.830154,8.62269,0.000034,0.000002,0,0.000001
24:00.0,445.841169,8.619639,0.000034,0.000002,0,0.000001
25:00.0,445.001813,8.616528,0.000034,0.000002,0,0.000001
26:00.0,444.328316,8.613376,0.000034,0.000002,0,0.000001
27:00.0,443.830204,8.610211,0.000035,0.000002,0,0.000001
28:00.0,443.508952,8.60707,0.000035,0.000002,0,0.000001
29:00.0,443.35669,8.603989,0.000036,0.000002,0,0.000001
30:00.0,443.357538,8.600987,0.000036,0.000002,0,0.000001
31:00.0,443.491328,8.598079,0.000037,0.000002,0,0.000001
32:00.0,443.736643,8.595289,0.000038,0.000002,0,0.000001
33:00.0,444.071459,8.592644,0.00004,0.000002,0,0.000001
34:00.0,444.472992,8.590157,0.000041,0.000002,0,0.000001
35:00.0,444.918764,8.587826,0.000043,0.000002,0,0.000001
36:00.0,445.388478,8.58564,0.000044,0.000002,0,0.000001
37:00.0,445.864868,8.583598,0.000046,0.000002,0,0.000001
38:00.0,446.332996,8.581708,0.000047,0.000002,0,0.000001
39:00.0,446.779334,8.579974,0.000049,0.000002,0,0.000001
40:00.0,447.191682,8.578395,0.00005,0.000002,0,0.000001
41:00.0,447.559487,8.576966,0.000052,0.000002,0,0.000001
42:00.0,447.87374,8.575689,0.000053,0.000002,0,0.000001
43:00.0,448.126658,8.574559,0.000054,0.000002,0,0.000001
44:00.0,448.311957,8.573563,0.000055,0.000002,0,0.000001
45:00.0,448.425701,8.572684,0.000056,0.000002,0,0.000001
46:00.0,448.466904,8.571909,0.000057,0.000002,0,0.000001
