Time (UTCG),Apogee Altitude (km),Earth_gravity (m/sec^2),Drag (m/sec^2),SRP (m/sec^2),SUN_Gravity (m/sec^2),Moon_Gravity (m/sec^2)
58:00.0,449.639956,8.60982,0.000031,0.000002,0,0.000001
59:00.0,448.734607,8.606805,0.000031,0.000002,0,0.000001
00:00.0,447.984213,8.603761,0.000031,0.000002,0,0.000001
01:00.0,447.397577,8.600694,0.000031,0.000002,0,0.000001
02:00.0,446.977396,8.597618,0.000032,0.000002,0,0.000001
03:00.0,446.720628,8.594562,0.000032,0.000002,0,0.000001
04:00.0,446.618221,8.591561,0.000033,0.000002,0,0.000001
05:00.0,446.65513,8.588655,0.000034,0.000002,0,0.000001
06:00.0,446.811529,8.585873,0.000036,0.000002,0,0.000001
07:00.0,447.065094,8.583234,0.000037,0.000002,0,0.000001
08:00.0,447.393283,8.580745,0.000039,0.000002,0,0.000001
09:00.0,447.774763,8.578412,0.00004,0.000002,0,0.000001
10:00.0,448.19005,8.576232,0.000042,0.000002,0,0.000001
11:00.0,448.621871,8.574203,0.000044,0.000002,0,0.000001
12:00.0,449.055287,8.572328,0.000045,0.000002,0,0.000001
13:00.0,449.477174,8.57062,0.000046,0.000002,0,0.000001
14:00.0,449.875191,8.56909,0.000048,0.000002,0,0.000001
15:00.0,450.237288,8.567735,0.000049,0.000002,0.000001,0.000001
16:00.0,450.552563,8.566532,0.00005,0.000002,0.000001,0.000001
17:00.0,450.812824,8.56545,0.000051,0.000002,0.000001,0.000001
18:00.0,451.013134,8.564483,0.000052,0.000002,0.000001,0.000001
19:00.0,451.150678,8.563649,0.000053,0.000002,0.000001,0.000001
20:00.0,451.223301,8.562966,0.000054,0.000002,0.000001,0.000001
21:00.0,451.229693,8.562423,0.000054,0.000002,0.000001,0.000001
22:00.0,451.171365,8.561986,0.000055,0.000002,0.000001,0.000001
23:00.0,451.054591,8.561622,0.000056,0.000002,0.000001,0.000001
24:00.0,450.890774,8.561318,0.000056,0.000002,0,0.000001
25:00.0,450.695634,8.561083,0.000057,0.000002,0,0.000001
26:00.0,450.488606,8.56092,0.000058,0.000002,0,0.000001
27:00.0,450.29253,8.560826,0.000058,0.000002,0,0.000001
28:00.0,450.132252,8.560798,0.000059,0.000002,0,0.000001
29:00.0,450.031311,8.560842,0.00006,0.000002,0,0.000001
30:00.0,450.00754,8.560968,0.000061,0.000002,0,0.000001
31:00.0,450.06902,8.56117,0.000061,0.000002,0,0.000001
32:00.0,450.211554,8.561429,0.000061,0.000002,0,0.000001
33:00.0,450.418876,8.561725,0.000062,0.000002,0,0.000001
34:00.0,450.666208,8.562048,0.000062,0.000002,0,0.000001
35:00.0,450.925687,8.562405,0.000061,0.000002,0,0.000001
36:00.0,451.17104,8.562804,0.000061,0.000002,0,0.000001
37:00.0,451.380253,8.563255,0.00006,0.000002,0,0.000001
38:00.0,451.536567,8.56377,0.00006,0.000002,0,0.000001
39:00.0,451.628432,8.564362,0.000059,0.000002,0,0.000001
40:00.0,451.648776,8.565043,0.000058,0.000002,0,0.000001
41:00.0,451.593971,8.565817,0.000057,0.000002,0,0.000001
42:00.0,451.463074,8.566687,0.000056,0.000002,0,0.000001
43:00.0,451.257621,8.567658,0.000055,0.000002,0,0.000001
44:00.0,450.981773,8.568741,0.000054,0.000002,0,0.000001
45:00.0,450.642427,8.569956,0.000053,0.000002,0,0.000001
46:00.0,450.248988,8.571321,0.000051,0.000002,0,0.000001
47:00.0,449.812547,8.572852,0.00005,0.000002,0,0.000001
48:00.0,449.344649,8.574544,0.000048,0.000002,0,0.000001
49:00.0,448.856539,8.576377,0.000046,0.000002,0,0.000001
50:00.0,448.35991,8.578334,0.000044,0.000002,0,0.000001
51:00.0,447.868949,8.580417,0.000042,0.000002,0,0.000001
52:00.0,447.401775,8.58265,0.000041,0.000002,0,0.000001
53:00.0,446.979424,8.585048,0.000039,0.000002,0,0.000001
54:00.0,446.623133,8.587598,0.000038,0.000002,0,0.000001
55:00.0,446.352612,8.590264,0.000037,0.000002,0,0.000001
56:00.0,446.186841,8.593009,0.000036,0.000002,0,0.000001
57:00.0,446.146314,8.595823,0.000035,0.000002,0,0.000001
58:00.0,446.252904,8.598711,0.000035,0.000002,0,0.000001
59:00.0,446.52615,8.601668,0.000035,0.000002,0,0.000001
00:00.0,446.978549,8.60467,0.000035,0.000002,0,0.000001
01:00.0,447.613119,8.607683,0.000036,0.000002,0,0.000001
02:00.0,448.423506,8.610679,0.000036,0.000002,0,0.000001
03:00.0,449.394673,8.613638,0.000037,0.000002,0,0.000001
04:00.0,450.503346,8.616535,0.000037,0.000002,0,0.000001
05:00.0,451.719342,8.619346,0.000038,0.000002,0,0.000001
06:00.0,453.008292,8.622043,0.000039,0.000002,0,0.000001
07:00.0,454.334438,8.624604,0.000039,0.000002,0.000001,0.000001
08:00.0,455.662172,8.62701,0.000039,0.000002,0.000001,0.000001
09:00.0,456.956521,8.629238,0.000039,0.000002,0.000001,0.000001
10:00.0,458.183503,8.631262,0.00004,0.000002,0.000001,0.000001
11:00.0,459.310864,8.633056,0.00004,0.000002,0.000001,0.000001
12:00.0,460.309295,8.634593,0.000041,0.000002,0.000001,0.000001
13:00.0,461.153968,8.635851,0.000042,0.000002,0.000001,0.000001
14:00.0,461.825729,8.636817,0.000042,0.000002,0.000001,0.000001
15:00.0,462.311083,8.637487,0.000043,0.000002,0.000001,0.000001
16:00.0,462.601205,8.637858,0.000044,0.000002,0.000001,0.000001
17:00.0,462.691386,8.637927,0.000045,0.000002,0.000001,0.000001
18:00.0,462.581444,8.637697,0.000046,0.000002,0.000001,0.000001
19:00.0,462.275625,8.637178,0.000046,0.000002,0,0.000001
20:00.0,461.780693,8.636382,0.000045,0.000002,0,0.000001
21:00.0,461.103864,8.635305,0.000044,0.000002,0,0.000001
22:00.0,460.253842,8.633936,0.000043,0.000002,0,0.000001
23:00.0,459.245069,8.63227,0.000041,0.000002,0,0.000001
24:00.0,458.100885,8.630331,0.00004,0.000002,0,0.000001
25:00.0,456.851895,8.628159,0.000038,0.000002,0,0.000001
26:00.0,455.53148,8.625786,0.000036,0.000002,0,0.000001
27:00.0,454.173798,8.623224,0.000035,0.000002,0,0.000001
28:00.0,452.815876,8.620486,0.000034,0.000002,0,0.000001
29:00.0,451.499238,8.617605,0.000033,0.000002,0,0.000001
30:00.0,450.267357,8.614631,0.000032,0.000002,0,0.000001
31:00.0,449.158882,8.611612,0.000032,0.000002,0,0.000001
32:00.0,448.20264,8.608573,0.000032,0.000002,0,0.000001
33:00.0,447.41722,8.605525,0.000032,0.000002,0,0.000001
34:00.0,446.812291,8.602483,0.000032,0.000002,0,0.000001
35:00.0,446.388849,8.599472,0.000032,0.000002,0,0.000001
36:00.0,446.1387,8.596521,0.000032,0.000002,0,0.000001
37:00.0,446.045344,8.593651,0.000033,0.000002,0,0.000001
38:00.0,446.087003,8.590866,0.000034,0.000002,0,0.000001
39:00.0,446.240608,8.588163,0.000035,0.000002,0,0.000001
40:00.0,446.484999,8.585538,0.000037,0.000002,0,0.000001
41:00.0,446.802122,8.583005,0.000038,0.000002,0,0.000001
42:00.0,447.175995,8.580595,0.00004,0.000002,0,0.000001
43:00.0,447.59063,8.578346,0.000042,0.000002,0,0.000001
44:00.0,448.028904,8.576281,0.000043,0.000002,0,0.000001
45:00.0,448.473404,8.574395,0.000045,0.000002,0,0.000001
46:00.0,448.908297,8.572672,0.000047,0.000002,0,0.000001
47:00.0,449.32038,8.571098,0.000048,0.000002,0,0.000001
48:00.0,449.698688,8.569675,0.000049,0.000002,0,0.000001
49:00.0,450.033665,8.568403,0.000051,0.000002,0,0.000001
50:00.0,450.31698,8.567279,0.000052,0.000002,0.000001,0.000001
51:00.0,450.541784,8.566303,0.000053,0.000002,0.000001,0.000001
52:00.0,450.702701,8.565477,0.000053,0.000002,0.000001,0.000001
53:00.0,450.795689,8.564797,0.000054,0.000002,0,0.000001
54:00.0,450.818606,8.564246,0.000055,0.000002,0,0.000001
55:00.0,450.772523,8.563798,0.000055,0.000002,0,0.000001
56:00.0,450.662801,8.563431,0.000056,0.000002,0,0.000001
57:00.0,450.499337,8.563137,0.000057,0.000002,0,0.000001
58:00.0,450.296588,8.562907,0.000057,0.000002,0,0.000001
59:00.0,450.073951,8.562726,0.000058,0.000002,0,0.000001
00:00.0,449.85562,8.562585,0.000059,0.000002,0,0.000001
01:00.0,449.668526,8.562491,0.000059,0.000002,0,0.000001
02:00.0,449.538504,8.562467,0.00006,0.000002,0,0.000001
03:00.0,449.485941,8.562523,0.000061,0.000002,0,0.000001
04:00.0,449.521509,8.562643,0.000061,0.000002,0,0.000001
05:00.0,449.64276,8.562804,0.000062,0.000002,0,0.000001
06:00.0,449.834072,8.563,0.000062,0.000002,0,0.000001
07:00.0,450.071105,8.563249,0.000062,0.000002,0,0.000001
08:00.0,450.326801,8.563564,0.000062,0.000002,0,0.000001
09:00.0,450.575354,8.563942,0.000061,0.000002,0,0.000001
10:00.0,450.794056,8.564372,0.000061,0.000002,0,0.000001
11:00.0,450.964559,8.564856,0.00006,0.000002,0,0.000001
12:00.0,451.073689,8.565412,0.00006,0.000002,0,0.000001
13:00.0,451.113053,8.566053,0.000059,0.000002,0,0.000001
14:00.0,451.077871,8.566784,0.000058,0.000002,0,0.000001
15:00.0,450.966261,8.567606,0.000057,0.000002,0,0.000001
16:00.0,450.779242,8.568529,0.000056,0.000002,0,0.000001
17:00.0,450.520611,8.569569,0.000055,0.000002,0,0.000001
18:00.0,450.19636,8.570733,0.000053,0.000002,0,0.000001
19:00.0,449.814295,8.572032,0.000052,0.000002,0,0.000001
20:00.0,449.384198,8.573477,0.00005,0.000002,0,0.000001
21:00.0,448.91782,8.575081,0.000049,0.000002,0,0.000001
22:00.0,448.42819,8.576847,0.000047,0.000002,0,0.000001
23:00.0,447.929034,8.578767,0.000045,0.000002,0,0.000001
24:00.0,447.435274,8.580834,0.000043,0.000002,0,0.000001
25:00.0,446.963924,8.583053,0.000042,0.000002,0,0.000001
26:00.0,446.533769,8.585423,0.00004,0.000002,0,0.000001
27:00.0,446.163829,8.587929,0.000039,0.000002,0,0.000001
28:00.0,445.873412,8.590541,0.000037,0.000002,0,0.000001
29:00.0,445.683734,8.59325,0.000036,0.000002,0,0.000001
30:00.0,445.619554,8.596066,0.000036,0.000002,0,0.000001
31:00.0,445.706443,8.598997,0.000036,0.000002,0,0.000001
32:00.0,445.964443,8.602016,0.000036,0.000002,0,0.000001
33:00.0,446.403382,8.605072,0.000036,0.000002,0,0.000001
34:00.0,447.023323,8.608117,0.000036,0.000002,0,0.000001
35:00.0,447.817191,8.611133,0.000037,0.000002,0,0.000001
36:00.0,448.770951,8.614109,0.000037,0.000002,0,0.000001
37:00.0,449.862116,8.617023,0.000038,0.000002,0,0.000001
38:00.0,451.060943,8.619847,0.000039,0.000002,0,0.000001
39:00.0,452.3346,8.622557,0.000039,0.000002,0,0.000001
40:00.0,453.649971,8.62514,0.000039,0.000002,0,0.000001
41:00.0,454.973144,8.627581,0.00004,0.000002,0,0.000001
42:00.0,456.26881,8.62985,0.00004,0.000002,0,0.000001
43:00.0,457.502345,8.631913,0.00004,0.000002,0,0.000001
44:00.0,458.642701,8.633749,0.000041,0.000002,0,0.000001
45:00.0,459.662925,8.635343,0.000041,0.000002,0,0.000001
46:00.0,460.538817,8.636681,0.000042,0.000002,0,0.000001
47:00.0,461.248538,8.637743,0.000043,0.000002,0.000001,0.000001
48:00.0,461.773845,8.638511,0.000044,0.000002,0.000001,0.000001
49:00.0,462.10114,8.638971,0.000045,0.000002,0.000001,0.000001
50:00.0,462.221647,8.639115,0.000046,0.000002,0.000001,0.000001
51:00.0,462.132001,8.638934,0.000046,0.000002,0.000001,0.000001
52:00.0,461.83542,8.638434,0.000046,0.000002,0.000001,0.000001
53:00.0,461.341538,8.63763,0.000046,0.000002,0,0.000001
54:00.0,460.664246,8.636542,0.000045,0.000002,0,0.000001
55:00.0,459.820055,8.635181,0.000044,0.000002,0,0.000001
56:00.0,458.829009,8.633561,0.000042,0.000002,0,0.000001
57:00.0,457.715886,8.631707,0.000041,0.000002,0,0.000001
58:00.0,456.508208,8.629654,0.000039,0.000002,0,0.000001
59:00.0,455.232344,8.627418,0.000037,0.000002,0,0.000001
00:00.0,453.913104,8.624991,0.000036,0.000002,0,0.000001
01:00.0,452.57864,8.622366,0.000035,0.000002,0,0.000001
02:00.0,451.264965,8.619562,0.000034,0.000002,0,0.000001
03:00.0,450.014199,8.616633,0.000033,0.000002,0,0.000001
04:00.0,448.867172,8.61363,0.000033,0.000002,0,0.000001
05:00.0,447.856804,8.610582,0.000032,0.000002,0,0.000001
06:00.0,447.007288,8.6075,0.000032,0.000002,0,0.000001
07:00.0,446.335333,8.604401,0.000032,0.000002,0,0.000001
08:00.0,445.849567,8.601316,0.000032,0.000002,0,0.000001
09:00.0,445.548518,8.598282,0.000032,0.000002,0,0.000001
10:00.0,445.420289,8.595331,0.000033,0.000002,0,0.000001
11:00.0,445.445054,8.592484,0.000034,0.000002,0,0.000001
12:00.0,445.598849,8.589754,0.000035,0.000002,0,0.000001
13:00.0,445.856767,8.587152,0.000036,0.000002,0,0.000001
14:00.0,446.194706,8.58469,0.000038,0.000002,0,0.000001
15:00.0,446.589825,8.58238,0.00004,0.000002,0,0.000001
16:00.0,447.020686,8.580219,0.000041,0.000002,0,0.000001
17:00.0,447.46819,8.578189,0.000043,0.000002,0,0.000001
18:00.0,447.917055,8.576273,0.000045,0.000002,0,0.000001
19:00.0,448.356032,8.574476,0.000046,0.000002,0,0.000001
20:00.0,448.775754,8.572836,0.000048,0.000002,0,0.000001
21:00.0,449.165866,8.571384,0.000049,0.000002,0,0.000001
22:00.0,449.514492,8.570115,0.000051,0.000002,0,0.000001
23:00.0,449.81068,8.56899,0.000052,0.000002,0,0.000001
24:00.0,450.047013,8.567979,0.000053,0.000002,0,0.000001
25:00.0,450.219469,8.567091,0.000054,0.000002,0,0.000001
26:00.0,450.32526,8.56635,0.000055,0.000002,0.000001,0.000001
27:00.0,450.361915,8.565755,0.000055,0.000002,0.000001,0.000001
28:00.0,450.329042,8.565272,0.000056,0.000002,0.000001,0.000001
29:00.0,450.23068,8.564866,0.000056,0.000002,0.000001,0.000001
30:00.0,450.075895,8.564529,0.000057,0.000002,0.000001,0.000001
31:00.0,449.878091,8.564268,0.000057,0.000002,0.000001,0.000001
32:00.0,449.654989,8.56408,0.000058,0.000002,0.000001,0.000001
33:00.0,449.429172,8.563951,0.000059,0.000002,0,0.000001
34:00.0,449.227172,8.563879,0.000059,0.000002,0,0.000001
35:00.0,449.076297,8.563873,0.00006,0.000002,0,0.000001
36:00.0,449.000127,8.563929,0.000061,0.000002,0,0.000001
37:00.0,449.013183,8.564019,0.000061,0.000002,0,0.000001
38:00.0,449.115882,8.564117,0.000062,0.000002,0,0.000001
39:00.0,449.293656,8.564237,0.000062,0.000002,0,0.000001
40:00.0,449.522341,8.564424,0.000062,0.000002,0,0.000001
41:00.0,449.775304,8.564709,0.000062,0.000002,0,0.000001
42:00.0,450.027123,8.565081,0.000062,0.000002,0,0.000001
43:00.0,450.254519,8.565504,0.000061,0.000002,0,0.000001
44:00.0,450.437792,8.565972,0.000061,0.000002,0,0.000001
45:00.0,450.562685,8.566507,0.00006,0.000002,0,0.000001
46:00.0,450.620442,8.567136,0.000059,0.000002,0,0.000001
47:00.0,450.606032,8.567864,0.000058,0.000002,0,0.000001
48:00.0,450.516835,8.568684,0.000057,0.000002,0,0.000001
49:00.0,450.352852,8.5696,0.000056,0.000002,0,0.000001
50:00.0,450.117126,8.570628,0.000055,0.000002,0,0.000001
51:00.0,449.815122,8.571782,0.000054,0.000002,0,0.000001
52:00.0,449.453814,8.573065,0.000053,0.000002,0,0.000001
53:00.0,449.041619,8.574482,0.000051,0.000002,0,0.000001
54:00.0,448.588804,8.576042,0.000049,0.000002,0,0.000001
55:00.0,448.107299,8.577751,0.000048,0.000002,0,0.000001
56:00.0,447.610171,8.579605,0.000046,0.000002,0,0.000001
57:00.0,447.111881,8.581602,0.000044,0.000002,0,0.000001
58:00.0,446.629253,8.583747,0.000042,0.000002,0,0.000001
59:00.0,446.181621,8.586049,0.000041,0.000002,0,0.000001
00:00.0,445.789587,8.588502,0.000039,0.000002,0,0.000001
01:00.0,445.474481,8.591087,0.000038,0.000002,0,0.000001
02:00.0,445.258808,8.593788,0.000037,0.000002,0,0.000001
03:00.0,445.166812,8.596602,0.000037,0.000002,0,0.000001
04:00.0,445.222281,8.599521,0.000036,0.000002,0,0.000001
05:00.0,445.444394,8.602513,0.000036,0.000002,0,0.000001
06:00.0,445.845372,8.605541,0.000036,0.000002,0,0.000001
07:00.0,446.431151,8.60858,0.000037,0.000002,0,0.000001
08:00.0,447.201472,8.611627,0.000037,0.000002,0,0.000001
09:00.0,448.146729,8.614671,0.000038,0.000002,0,0.000001
10:00.0,449.244978,8.61768,0.000039,0.000002,0,0.000001
11:00.0,450.463846,8.620611,0.000039,0.000002,0,0.000001
12:00.0,451.765901,8.623432,0.00004,0.000002,0,0.000001
13:00.0,453.112031,8.62612,0.00004,0.000002,0,0.000001
14:00.0,454.461887,8.628642,0.00004,0.000002,0.000001,0.000001
15:00.0,455.775481,8.630957,0.00004,0.000002,0.000001,0.000001
16:00.0,457.017526,8.633034,0.000041,0.000002,0.000001,0.000001
17:00.0,458.160483,8.634864,0.000041,0.000002,0.000001,0.000001
18:00.0,459.182996,8.636452,0.000042,0.000002,0.000001,0.000001
19:00.0,460.066186,8.637795,0.000042,0.000002,0.000001,0.000001
20:00.0,460.792228,8.638882,0.000043,0.000002,0.000001,0.000001
21:00.0,461.345365,8.639702,0.000044,0.000002,0.000001,0.000001
22:00.0,461.712246,8.640247,0.000045,0.000002,0.000001,0.000001
23:00.0,461.881101,8.640498,0.000046,0.000002,0,0.000001
24:00.0,461.84263,8.64043,0.000047,0.000002,0,0.000001
25:00.0,461.59353,8.640029,0.000047,0.000002,0,0.000001
26:00.0,461.139127,8.639303,0.000047,0.000002,0,0.000001
27:00.0,460.491936,8.638278,0.000046,0.000002,0,0.000001
28:00.0,459.668073,8.636975,0.000045,0.000002,0,0.000001
29:00.0,458.685869,8.635404,0.000043,0.000002,0,0.000001
30:00.0,457.567445,8.633575,0.000042,0.000002,0,0.000001
31:00.0,456.339996,8.631506,0.00004,0.000002,0,0.000001
32:00.0,455.034834,8.629223,0.000038,0.000002,0,0.000001
33:00.0,453.686003,8.626749,0.000037,0.000002,0,0.000001
34:00.0,452.330352,8.624106,0.000035,0.000002,0,0.000001
35:00.0,451.007338,8.621332,0.000034,0.000002,0,0.000001
36:00.0,449.755753,8.61847,0.000034,0.000002,0,0.000001
37:00.0,448.609386,8.615551,0.000033,0.000002,0,0.000001
38:00.0,447.593436,8.612584,0.000033,0.000002,0,0.000001
39:00.0,446.726305,8.609564,0.000032,0.000002,0,0.000001
40:00.0,446.022546,8.606491,0.000032,0.000002,0,0.000001
41:00.0,445.493061,8.603391,0.000032,0.000002,0,0.000001
42:00.0,445.142064,8.600308,0.000032,0.000002,0,0.000001
43:00.0,444.964069,8.597289,0.000033,0.000002,0,0.000001
44:00.0,444.944087,8.594365,0.000034,0.000002,0,0.000001
45:00.0,445.061001,8.591551,0.000035,0.000002,0,0.000001
46:00.0,445.291588,8.58886,0.000036,0.000002,0,0.000001
47:00.0,445.612869,8.586306,0.000037,0.000002,0,0.000001
48:00.0,446.002609,8.583904,0.000039,0.000002,0,0.000001
49:00.0,446.439423,8.581664,0.000041,0.000002,0,0.000001
50:00.0,446.903485,8.579585,0.000043,0.000002,0,0.000001
51:00.0,447.377235,8.577669,0.000044,0.000002,0,0.000001
52:00.0,447.844959,8.575927,0.000046,0.000002,0,0.000001
53:00.0,448.291696,8.574364,0.000048,0.000002,0,0.000001
54:00.0,448.70322,8.572958,0.000049,0.000002,0,0.000001
55:00.0,449.067763,8.571672,0.000051,0.000002,0,0.000001
56:00.0,449.377654,8.570482,0.000052,0.000002,0,0.000001
57:00.0,449.628646,8.569403,0.000053,0.000002,0,0.000001
58:00.0,449.817297,8.568473,0.000054,0.000002,0,0.000001
59:00.0,449.93936,8.567705,0.000055,0.000002,0,0.000001
00:00.0,449.991033,8.567077,0.000056,0.000002,0.000001,0.000001
01:00.0,449.971668,8.56655,0.000056,0.000002,0.000001,0.000001
02:00.0,449.885195,8.566107,0.000057,0.000002,0.000001,0.000001
03:00.0,449.739719,8.56575,0.000057,0.000002,0.000001,0.000001
04:00.0,449.547106,8.56548,0.000058,0.000002,0.000001,0.000001
05:00.0,449.323739,8.565286,0.000058,0.000002,0.000001,0.000001
06:00.0,449.091378,8.565153,0.000059,0.000002,0.000001,0.000001
07:00.0,448.876436,8.565072,0.000059,0.000002,0.000001,0.000001
08:00.0,448.707289,8.56504,0.00006,0.000002,0.000001,0.000001
09:00.0,448.609703,8.565045,0.00006,0.000002,0.000001,0.000001
10:00.0,448.600689,8.565078,0.000061,0.000002,0.000001,0.000001
11:00.0,448.68328,8.56515,0.000061,0.000002,0.000001,0.000001
12:00.0,448.846,8.565287,0.000062,0.000002,0.000001,0.000001
13:00.0,449.067028,8.5655,0.000062,0.000002,0.000001,0.000001
14:00.0,449.319314,8.565771,0.000062,0.000002,0,0.000001
15:00.0,449.574671,8.566079,0.000061,0.000002,0,0.000001
16:00.0,449.807547,8.566425,0.000061,0.000002,0,0.000001
17:00.0,449.997974,8.566839,0.000061,0.000002,0,0.000001
18:00.0,450.132034,8.567342,0.00006,0.000002,0,0.000001
19:00.0,450.200299,8.567935,0.000059,0.000002,0,0.000001
20:00.0,450.19677,8.568616,0.000058,0.000002,0,0.000001
21:00.0,450.119237,8.569402,0.000058,0.000002,0,0.000001
22:00.0,449.96929,8.570321,0.000057,0.000002,0,0.000001
23:00.0,449.750615,8.571378,0.000055,0.000002,0,0.000001
24:00.0,449.467138,8.572555,0.000054,0.000002,0,0.000001
25:00.0,449.123384,8.573834,0.000053,0.000002,0,0.000001
26:00.0,448.726624,8.575233,0.000052,0.000002,0,0.000001
27:00.0,448.287832,8.576784,0.00005,0.000002,0,0.000001
28:00.0,447.820044,8.578506,0.000048,0.000002,0,0.000001
29:00.0,447.336197,8.580384,0.000046,0.000002,0,0.000001
30:00.0,446.849111,8.5824,0.000045,0.000002,0,0.000001
31:00.0,446.373308,8.584548,0.000043,0.000002,0,0.000001
32:00.0,445.926055,8.586837,0.000041,0.000002,0,0.000001
33:00.0,445.526465,8.589263,0.00004,0.000002,0,0.000001
34:00.0,445.194687,8.591809,0.000039,0.000002,0,0.000001
35:00.0,444.952373,8.594462,0.000038,0.000002,0,0.000001
36:00.0,444.823422,8.597219,0.000037,0.000002,0,0.000001
37:00.0,444.832709,8.60008,0.000037,0.000002,0,0.000001
38:00.0,445.002609,8.603027,0.000037,0.000002,0,0.000001
39:00.0,445.350053,8.606033,0.000037,0.000002,0,0.000001
40:00.0,445.885595,8.609073,0.000037,0.000002,0,0.000001
41:00.0,446.612638,8.61214,0.000038,0.000002,0,0.000001
42:00.0,447.524681,8.615221,0.000038,0.000002,0,0.000001
43:00.0,448.602203,8.618284,0.000039,0.000002,0,0.000001
44:00.0,449.812995,8.621281,0.00004,0.000002,0,0.000001
45:00.0,451.117054,8.624161,0.00004,0.000002,0,0.000001
46:00.0,452.47296,8.626889,0.000041,0.000002,0,0.000001
47:00.0,453.841957,8.629449,0.000041,0.000002,0,0.000001
48:00.0,455.188468,8.631833,0.000041,0.000002,0.000001,0.000001
49:00.0,456.478406,8.634027,0.000041,0.000002,0.000001,0.000001
50:00.0,457.677771,8.636002,0.000042,0.000002,0.000001,0.000001
51:00.0,458.753559,8.637718,0.000042,0.000002,0.000001,0.000001
52:00.0,459.677086,8.639142,0.000043,0.000002,0.000001,0.000001
53:00.0,460.427455,8.640258,0.000044,0.000002,0.000001,0.000001
54:00.0,460.99234,8.641073,0.000045,0.000002,0.000001,0.000001
55:00.0,461.365473,8.6416,0.000046,0.000002,0.000001,0.000001
56:00.0,461.543099,8.641846,0.000047,0.000002,0.000001,0.000001
57:00.0,461.522241,8.641807,0.000047,0.000002,0.000001,0.000001
58:00.0,461.301624,8.64147,0.000048,0.000002,0,0.000001
59:00.0,460.883888,8.640829,0.000048,0.000002,0,0.000001
00:00.0,460.277099,8.639891,0.000047,0.000002,0,0.000001
01:00.0,459.494462,8.638672,0.000046,0.000002,0,0.000001
02:00.0,458.552668,8.637189,0.000044,0.000002,0,0.000001
03:00.0,457.470536,8.635452,0.000042,0.000002,0,0.000001
04:00.0,456.269649,8.633461,0.000041,0.000002,0,0.000001
05:00.0,454.97671,8.631225,0.000039,0.000002,0,0.000001
06:00.0,453.625122,8.628768,0.000037,0.000002,0,0.000001
07:00.0,452.253494,8.62613,0.000036,0.000002,0,0.000001
08:00.0,450.901911,8.623348,0.000035,0.000002,0,0.000001
09:00.0,449.608765,8.620451,0.000034,0.000002,0,0.000001
10:00.0,448.411088,8.617457,0.000034,0.000002,0,0.000001
11:00.0,447.3434,8.614394,0.000033,0.000002,0,0.000001
12:00.0,446.435311,8.611301,0.000033,0.000002,0,0.000001
13:00.0,445.707017,8.608216,0.000033,0.000002,0,0.000001
14:00.0,445.166038,8.605171,0.000033,0.000002,0,0.000001
15:00.0,444.80737,8.602179,0.000033,0.000002,0,0.000001
16:00.0,444.616667,8.599242,0.000033,0.000002,0,0.000001
17:00.0,444.574807,8.596355,0.000034,0.000002,0,0.000001
18:00.0,444.662056,8.593519,0.000035,0.000002,0,0.000001
19:00.0,444.860146,8.590753,0.000036,0.000002,0,0.000001
20:00.0,445.151614,8.588096,0.000037,0.000002,0,0.000001
21:00.0,445.517816,8.585593,0.000039,0.000002,0,0.000001
22:00.0,445.938223,8.583264,0.000041,0.000002,0,0.000001
23:00.0,446.392029,8.581106,0.000042,0.000002,0,0.000001
24:00.0,446.86051,8.579105,0.000044,0.000002,0,0.000001
25:00.0,447.327909,8.577259,0.000046,0.000002,0,0.000001
26:00.0,447.780592,8.575576,0.000047,0.000002,0,0.000001
27:00.0,448.206017,8.57406,0.000049,0.000002,0,0.000001
28:00.0,448.592661,8.572708,0.000051,0.000002,0,0.000001
29:00.0,448.930376,8.571517,0.000052,0.000002,0,0.000001
30:00.0,449.210323,8.570485,0.000053,0.000002,0,0.000001
31:00.0,449.424836,8.569601,0.000054,0.000002,0,0.000001
32:00.0,449.568151,8.568839,0.000055,0.000002,0,0.000001
33:00.0,449.637763,8.568173,0.000056,0.000002,0,0.000001
34:00.0,449.635034,8.567592,0.000056,0.000002,0,0.000001
35:00.0,449.564494,8.567109,0.000057,0.000002,0,0.000001
36:00.0,449.433113,8.566732,0.000057,0.000002,0,0.000001
37:00.0,449.251022,8.566451,0.000058,0.000002,0,0.000001
38:00.0,449.033254,8.566242,0.000058,0.000002,0,0.000001
39:00.0,448.80069,8.566087,0.000059,0.000002,0,0.000001
40:00.0,448.579153,8.565984,0.000059,0.000002,0,0.000001
41:00.0,448.396875,8.565934,0.00006,0.000002,0,0.000001
42:00.0,448.280502,8.565934,0.00006,0.000002,0,0.000001
43:00.0,448.24952,8.565975,0.000061,0.000002,0,0.000001
44:00.0,448.310741,8.566055,0.000061,0.000002,0,0.000001
45:00.0,448.456073,8.566177,0.000061,0.000002,0,0.000001
46:00.0,448.665019,8.566341,0.000061,0.000002,0,0.000001
47:00.0,448.910185,8.566548,0.000061,0.000002,0,0.000001
48:00.0,449.163242,8.566811,0.000061,0.000002,0,0.000001
49:00.0,449.39933,8.567151,0.000061,0.000002,0,0.000001
50:00.0,449.598746,8.567582,0.00006,0.000002,0,0.000001
51:00.0,449.746352,8.5681,0.00006,0.000002,0,0.000001
52:00.0,449.830709,8.568693,0.000059,0.000002,0,0.000001
