"Time (UTCG)","Semi-parameter (km)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","Arg of Perigee (deg)","RAAN (deg)","Height of Apogee (km)","Height of Perigee (km)","Sidereal Period (sec)","Orbit Count"
6 Nov 2025 10:17:53.448,6894.057675,6894.080644,0.00182531,44.956492,18.814465,33.554059,528.527471,503.359817,5696.728470,2010
7 Nov 2025 02:04:33.686,6889.515751,6889.542883,0.00198446,44.955910,22.627731,30.005815,525.077904,497.733862,5691.104919,2020
7 Nov 2025 17:50:16.261,6884.751583,6884.782970,0.00213516,44.955303,26.316992,26.452818,521.346049,491.945891,5685.208051,2030
8 Nov 2025 09:34:57.417,6879.599659,6879.635445,0.00228074,44.954680,29.925969,22.894810,517.189118,485.807773,5678.833280,2040
9 Nov 2025 01:18:32.729,6874.116663,6874.157303,0.00243146,44.954064,34.065115,19.331390,512.734534,479.306073,5672.051686,2050
9 Nov 2025 17:00:57.982,6868.279115,6868.324398,0.00256770,44.953451,38.090825,15.762243,507.823174,472.551623,5664.833888,2060
10 Nov 2025 08:42:07.146,6861.816894,6861.866750,0.00269549,44.952830,42.134692,12.186992,502.225834,465.233666,5656.846589,2070
11 Nov 2025 00:21:52.679,6854.753591,6854.808602,0.00283286,44.952191,46.782967,8.604998,496.090302,457.252902,5648.120846,2080
11 Nov 2025 16:00:06.650,6847.001707,6847.061029,0.00294346,44.951501,51.318160,5.015638,489.078051,448.770008,5638.547962,2090
12 Nov 2025 07:36:37.723,6838.095933,6838.159184,0.00304134,44.950712,56.069215,1.418154,480.819350,439.225018,5627.555546,2100
12 Nov 2025 23:11:10.697,6827.871272,6827.938979,0.00314900,44.949773,61.572322,357.811297,471.303138,428.300821,5614.943977,2110
13 Nov 2025 14:43:27.186,6815.972778,6816.042775,0.00320460,44.948628,66.935290,354.193610,459.748466,416.063084,5600.276135,2120
14 Nov 2025 06:12:59.745,6801.279736,6801.350919,0.00323512,44.947164,72.916586,350.563230,445.217139,401.210698,5582.178957,2130
14 Nov 2025 21:39:06.604,6782.570792,6782.642851,0.00325946,44.945237,79.784235,346.917034,426.613599,382.398104,5559.162956,2140
15 Nov 2025 13:00:41.769,6757.105751,6757.172049,0.00313231,44.942565,86.238705,343.250548,400.200637,357.869460,5527.877954,2150
15 Nov 2025 14:30:27.022,6753.145229,6753.210453,0.00310776,44.923651,121.894067,326.625761,396.060795,354.086111,5523.017339,2160
15 Nov 2025 16:02:13.435,6748.912898,6748.977492,0.00309369,44.923181,122.170980,326.255781,391.719727,349.961257,5517.825352,2161
15 Nov 2025 17:33:54.451,6744.352459,6744.416194,0.00307410,44.922676,122.431205,325.885332,387.012192,345.546196,5512.232462,2162
15 Nov 2025 19:05:29.632,6739.403451,6739.466098,0.00304887,44.922130,122.661343,325.514378,381.876857,340.781340,5506.164983,2163
15 Nov 2025 20:36:58.455,6733.988020,6734.049355,0.00301798,44.921535,122.847001,325.142875,376.235578,335.589132,5499.528073,2164
15 Nov 2025 22:08:20.289,6728.004443,6728.064244,0.00298133,44.920880,122.973695,324.770770,369.985832,329.868657,5492.197869,2165
15 Nov 2025 23:39:34.356,6721.316940,6721.374977,0.00293847,44.920150,123.028176,324.398000,362.988560,323.487394,5484.009113,2166
16 Nov 2025 01:10:39.684,6713.738586,6713.794588,0.00288813,44.919325,122.999554,324.024485,355.047932,316.267244,5474.734405,2167
16 Nov 2025 02:41:35.023,6705.000657,6705.054263,0.00282751,44.918376,122.878597,323.650125,345.875841,307.958684,5464.046995,2168
16 Nov 2025 04:12:18.708,6694.693633,6694.744302,0.00275109,44.917258,122.652323,323.274789,335.025172,298.189433,5451.449234,2169
16 Nov 2025 05:42:48.419,6682.143550,6682.190427,0.00264862,44.915897,122.288480,322.898299,321.752030,286.354823,5436.122721,2170
16 Nov 2025 07:13:00.677,6666.119566,6666.161239,0.00250028,44.914159,121.694027,322.520399,304.691479,271.357000,5416.574261,2171
16 Nov 2025 08:42:49.671,6644.008816,6644.042855,0.00226346,44.911760,120.586475,322.140690,280.944368,250.867343,5389.638272,2172
16 Nov 2025 10:12:03.774,6608.819323,6608.841334,0.00182497,44.907938,117.902401,321.758478,242.765294,218.643374,5346.861919,2173
16 Nov 2025 11:40:08.109,6529.031990,6529.035029,0.00068228,44.899255,106.510293,321.372305,155.352627,146.443431,5250.304341,2174

